,block_id,previous_solution,timeout,model_found,shown_optimal,outcome,solver_time_in_sec,initial_n_instrs,initial_estimated_size,initial_estimated_gas,initial_length,saved_length,saved_size,saved_gas,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,checker,reason
47,fb6e2424-a875-4359-baa2-574ea2,SUB MSTORE DUP3 PUSH 1 DUP3 ADD DUP1 MLOAD ADD,10,TRUE,TRUE,model,0.52,9,10,27,9,0,0,0,SUB MSTORE DUP3 PUSH 1 DUP3 ADD DUP1 MLOAD ADD,9,9,10,27,TRUE,
48,0fc64919-8ebe-46e9-b1de-812793,SWAP2 ADD MUL SWAP2 PUSH 1 ADD ADD ADD DUP1 SWAP2,10,TRUE,TRUE,model,0.29,10,11,32,10,1,1,3,SWAP2 ADD MUL PUSH 1 ADD ADD ADD DUP1 SWAP2,9,9,10,29,TRUE,
49,9af9abc4-70b2-44ac-b9e8-2f362a,MUL ADD,10,TRUE,TRUE,model,0.14,2,2,8,2,0,0,0,MUL ADD,2,2,2,8,TRUE,
50,d828b5de-c6ec-4e86-9cfd-ce94fc,ADD SWAP2 SWAP1 DUP3 MUL SWAP2 SUB,10,TRUE,TRUE,model,0.17,7,7,23,7,0,0,0,ADD SWAP2 DUP3 SUB SWAP2 MUL SWAP1,7,7,7,23,TRUE,
51,a18e2477-10e6-4673-a173-1fbafd,MUL ADD,10,TRUE,TRUE,model,0.14,2,2,8,2,0,0,0,MUL ADD,2,2,2,8,TRUE,
52,0a6b2532-2500-4f67-8c3e-b2c2c9,ADD MUL,10,TRUE,TRUE,model,0.1,2,2,8,2,0,0,0,ADD MUL,2,2,2,8,TRUE,
53,c1e8612f-6a51-4611-ba47-358ace,DUP1 ADD ADD SWAP1 MSTORE MSTORE SWAP3 SUB ADD DUP3 MUL,10,TRUE,TRUE,model,0.73,11,11,35,11,0,0,0,DUP1 ADD ADD SWAP1 MSTORE MSTORE SWAP3 SUB ADD DUP3 MUL,11,11,11,35,TRUE,
54,9687b71a-fbfa-4c10-9f47-579e3b,SWAP3 MUL SWAP3 MUL ADD,10,TRUE,TRUE,model,0.19,5,5,19,5,0,0,0,SWAP3 MUL SWAP3 MUL ADD,5,5,5,19,TRUE,
55,6ca9f885-f8c0-4189-ad3b-a288af,SWAP2 MLOAD SWAP1 PUSH 1 DUP3 DUP3 SWAP1 ADD ADD MLOAD SUB MSTORE MUL MLOAD SWAP1 SWAP3 SWAP3 ADD ADD MUL,10,TRUE,TRUE,model,7.68,20,21,64,20,4,4,12,SWAP2 MLOAD SWAP1 PUSH 1 DUP2 DUP4 ADD ADD MLOAD SUB MSTORE MUL MLOAD ADD ADD MUL,16,16,17,52,TRUE,
56,7222ecb3-5d43-4bf4-8a35-b3802a,SWAP2 MLOAD DUP3 ADD ADD MUL,10,TRUE,TRUE,model,0.21,6,6,20,6,0,0,0,SWAP2 MLOAD DUP3 ADD ADD MUL,6,6,6,20,TRUE,
57,498c1ef7-2daa-40ae-ac9d-355060,DUP2 MSTORE PUSH 1 SUB MLOAD MSTORE SWAP3 DUP2 MSTORE MUL MUL MLOAD DUP2,10,TRUE,TRUE,model,0.98,13,14,43,13,0,0,0,DUP2 MSTORE PUSH 1 SUB MLOAD MSTORE SWAP3 DUP2 MSTORE MUL MUL MLOAD DUP2,13,13,14,43,TRUE,
58,73d6de77-3fa9-4179-8f6b-30a993,DUP3 DUP3 ADD SUB ADD SWAP3 MUL SUB,10,TRUE,TRUE,model,0.29,8,8,26,8,0,0,0,DUP3 DUP3 ADD SUB ADD SWAP3 MUL SUB,8,8,8,26,TRUE,
59,c46f2e5a-0101-497d-965a-28344d,ADD DUP1 ADD SUB MUL MSTORE ADD SUB SWAP3 MUL MUL,10,TRUE,TRUE,model,0.77,11,11,39,11,0,0,0,ADD DUP1 ADD SUB MUL MSTORE ADD SUB SWAP3 MUL MUL,11,11,11,39,TRUE,
60,fae65461-4e88-453b-9dcb-6b8a59,ADD MLOAD MSTORE ADD SUB ADD SUB PUSH0 DUP3 SWAP4 PUSH 1,10,TRUE,TRUE,model,0.97,11,12,32,11,0,0,0,ADD MLOAD MSTORE ADD SUB ADD SUB PUSH0 DUP3 SWAP4 PUSH 1,11,11,12,32,TRUE,
61,a746874f-fb46-407b-a518-6325b8,MSTORE PUSH 1 DUP1 DUP2 MLOAD ADD,10,TRUE,TRUE,model,0.21,6,7,18,6,0,0,0,MSTORE PUSH 1 DUP1 DUP2 MLOAD ADD,6,6,7,18,TRUE,
62,07a8b962-c985-48ff-b8cd-179b61,MUL MUL MUL MSTORE DUP1 MUL MLOAD SWAP3 MUL SWAP1,10,TRUE,TRUE,model,0.62,10,10,40,10,0,0,0,MUL MUL MUL MSTORE DUP1 MUL MLOAD SWAP3 MUL SWAP1,10,10,10,40,TRUE,
63,a68496ef-faf5-4fe4-ae49-216c48,ADD MUL DUP3 MUL,10,TRUE,TRUE,model,0.17,4,4,16,4,0,0,0,ADD DUP4 MUL MUL,4,4,4,16,TRUE,
64,440e46e9-db20-4d77-9143-6b4b1f,SWAP2 SWAP3 ADD MLOAD SWAP1 POP ADD PUSH 1 ADD PUSH 1 DUP1 SWAP1 PUSH0 SWAP2 DUP1 MLOAD,10,TRUE,TRUE,model,36.98,16,18,46,16,4,4,12,POP PUSH 1 SWAP3 ADD MLOAD ADD ADD PUSH0 PUSH 1 DUP1 DUP1 MLOAD,12,12,14,34,TRUE,
65,773fd98f-cd27-4d7d-ac8d-ed4351,SUB MUL MUL SWAP3 MUL MLOAD MLOAD MLOAD MUL MSTORE,10,TRUE,TRUE,model,0.73,10,10,38,10,0,0,0,SUB MUL MUL SWAP3 MUL MLOAD MLOAD MLOAD MUL MSTORE,10,10,10,38,TRUE,
66,da9123ee-9eeb-43eb-8e5d-f4de4d,MLOAD MUL MUL DUP2,10,TRUE,TRUE,model,0.17,4,4,16,4,0,0,0,MLOAD MUL MUL DUP2,4,4,4,16,TRUE,
67,6b03fc2d-ff82-4bfa-b62b-aeea57,DUP3 MUL MUL DUP2 DUP1 MLOAD ADD DUP2 SWAP3 MLOAD ADD MLOAD MLOAD SWAP2,10,TRUE,TRUE,model,0.73,14,14,46,14,1,1,3,DUP3 MUL MUL SWAP1 DUP1 MLOAD DUP1 ADD ADD MLOAD MLOAD SWAP1 DUP1,13,13,13,43,TRUE,
68,9f2d72b6-4103-4f60-b8e0-1fea4d,ADD MLOAD MUL DUP2 ADD SUB,10,TRUE,TRUE,model,0.22,6,6,20,6,0,0,0,ADD MLOAD MUL DUP2 ADD SUB,6,6,6,20,TRUE,
69,b8352ce1-658c-496a-9c3f-cd4ff3,ADD SUB MLOAD ADD SWAP2 DUP3 DUP3 MUL,10,TRUE,TRUE,model,0.38,8,8,26,8,0,0,0,ADD SUB MLOAD ADD SWAP2 DUP2 DUP4 MUL,8,8,8,26,TRUE,
70,028a6295-2317-4637-9627-d1886b,MUL MUL DUP3 MSTORE MLOAD SWAP2 MLOAD SWAP2 ADD MSTORE ADD ADD ADD,10,TRUE,TRUE,model,1.54,13,13,43,13,0,0,0,MUL MUL DUP3 MSTORE MLOAD ADD SWAP1 MLOAD SWAP1 MSTORE ADD ADD ADD,13,13,13,43,TRUE,
71,a20f3798-3a1e-4b6d-88c9-60c4b1,MUL ADD MUL ADD,10,TRUE,TRUE,model,0.12,4,4,16,4,0,0,0,MUL ADD MUL ADD,4,4,4,16,TRUE,
72,ac6509d5-99f4-4f2e-877c-e135b9,ADD ADD SWAP1 MLOAD DUP1 PUSH 1 DUP3,10,TRUE,TRUE,model,0.25,7,8,21,7,0,0,0,ADD ADD SWAP1 MLOAD DUP1 PUSH 1 DUP3,7,7,8,21,TRUE,
73,46753f8c-fa51-4b8a-9732-1611c9,SWAP1 MLOAD ADD ADD SWAP3,10,TRUE,TRUE,model,0.2,5,5,15,5,0,0,0,SWAP1 MLOAD ADD ADD SWAP3,5,5,5,15,TRUE,
74,ee8d72e4-1f8e-4cb7-b379-024dd2,SWAP1 SWAP2 MSTORE ADD MUL DUP1 MSTORE DUP2 MLOAD ADD MUL SWAP3 MUL,10,TRUE,TRUE,model,1.41,13,13,45,13,0,0,0,SWAP1 SWAP2 MSTORE ADD MUL DUP1 MSTORE DUP2 MLOAD ADD MUL SWAP3 MUL,13,13,13,45,TRUE,
75,6f50a555-e7b6-4183-bf42-abc98a,ADD MLOAD ADD MUL MLOAD ADD ADD SWAP2,10,TRUE,TRUE,model,0.52,8,8,26,8,0,0,0,ADD MLOAD ADD MUL MLOAD ADD ADD SWAP2,8,8,8,26,TRUE,
76,4d12eb18-9bd6-4385-b99e-ac006c,MUL DUP3 MUL MUL ADD PUSH 2 DUP3 MLOAD,10,TRUE,TRUE,model,0.33,8,9,30,8,0,0,0,DUP4 MUL MUL MUL ADD PUSH 2 DUP3 MLOAD,8,8,9,30,TRUE,
77,e67b4276-6c50-485e-a6ce-126f2b,DUP3 MLOAD MSTORE DUP2 ADD DUP1 DUP4 MLOAD MSTORE SUB MLOAD DUP2 ADD PUSH 1 SUB DUP2 PUSH 1 SUB,10,TRUE,TRUE,model,8.76,18,20,54,18,0,0,0,DUP3 MLOAD MSTORE DUP2 ADD DUP1 DUP4 MLOAD MSTORE SUB MLOAD DUP2 ADD PUSH 1 SUB DUP2 PUSH 1 SUB,18,18,20,54,TRUE,
78,2531e856-ff22-46a0-a33f-f2735e,MUL MSTORE DUP2 DUP3 SWAP4 SUB SWAP2 MUL MUL SUB,10,TRUE,TRUE,model,0.35,10,10,36,10,1,1,3,MUL MSTORE DUP2 DUP3 SWAP4 SUB MUL MUL SUB,9,9,9,33,TRUE,
79,a5deec50-7af2-4df5-92b6-35bb34,PUSH 1 SWAP1 MSTORE MUL DUP2 PUSH 1 DUP1 DUP4 DUP5 ADD MLOAD DUP1,10,TRUE,TRUE,model,0.6,12,14,38,12,0,0,0,PUSH 1 SWAP1 MSTORE MUL DUP2 PUSH 1 DUP1 DUP4 DUP1 ADD MLOAD DUP1,12,12,14,38,TRUE,
80,e2b5024f-fd57-4245-af2c-4db333,ADD MUL MUL MLOAD MSTORE DUP2 ADD DUP3 SWAP1,10,TRUE,TRUE,model,0.64,9,9,31,9,0,0,0,ADD MUL MUL MLOAD MSTORE DUP3 SWAP1 DUP3 ADD,9,9,9,31,TRUE,
81,56bb3787-2aae-437c-a19c-edf6a5,ADD ADD ADD MSTORE ADD,10,TRUE,TRUE,model,0.21,5,5,15,5,0,0,0,ADD ADD ADD MSTORE ADD,5,5,5,15,TRUE,
82,b80a0a7e-05ec-4977-88fd-376d4d,SWAP3 PUSH 1 MLOAD DUP2 SWAP1 SWAP2 MUL SWAP3 DUP2 ADD MUL ADD SWAP2 MLOAD MUL DUP2 DUP2,10,TRUE,TRUE,model,76.46,17,18,57,17,2,2,6,MLOAD SWAP1 PUSH 1 MLOAD DUP1 DUP6 SWAP5 ADD MUL ADD SWAP3 MUL MUL DUP2 DUP2,15,15,16,51,TRUE,
83,977215d6-269c-437e-9d03-106252,SWAP3 SUB MUL PUSH 1 SWAP2 MSTORE,10,TRUE,TRUE,model,0.24,6,7,20,6,0,0,0,SWAP3 SUB MUL PUSH 1 SWAP2 MSTORE,6,6,7,20,TRUE,
84,10205bb4-29a1-47cd-9224-e5f693,ADD MUL SUB MLOAD MUL SWAP2 DUP2 MUL,10,TRUE,TRUE,model,0.35,8,8,30,8,0,0,0,ADD MUL SUB MLOAD MUL SWAP2 DUP2 MUL,8,8,8,30,TRUE,
85,37da11c8-4430-47c2-8697-9d1327,MLOAD MUL ADD PUSH 1 SWAP1 DUP3 DUP4 MLOAD MLOAD MLOAD MUL,10,TRUE,TRUE,model,0.71,11,12,37,11,0,0,0,MLOAD MUL ADD PUSH 1 SWAP1 DUP3 MLOAD MLOAD MLOAD DUP4 MUL,11,11,12,37,TRUE,
86,391d310f-f159-440e-9cfa-f82e3a,ADD MSTORE DUP1 DUP3 MLOAD SUB MSTORE DUP3 SUB ADD MUL ADD MSTORE MUL,10,TRUE,TRUE,model,2.2,14,14,46,14,0,0,0,ADD MSTORE DUP1 DUP3 MLOAD SUB MSTORE DUP3 SUB ADD MUL ADD MSTORE MUL,14,14,14,46,TRUE,
87,c223abdb-cd95-48b0-906c-34b042,DUP3 SUB ADD MSTORE,10,TRUE,TRUE,model,0.19,4,4,12,4,0,0,0,DUP3 SUB ADD MSTORE,4,4,4,12,TRUE,
88,428563ad-c7d1-466c-8be2-47008a,SUB SWAP3 SUB MSTORE DUP1 SWAP3 MUL ADD SWAP3 MUL MUL MLOAD PUSH 1 SWAP3,10,TRUE,TRUE,model,2.95,14,15,48,14,0,0,0,SUB SWAP5 DUP6 MUL SWAP3 SUB MSTORE ADD SWAP3 MUL MUL MLOAD PUSH 1 SWAP3,14,14,15,48,TRUE,
89,8cb1c04e-153a-4ebb-b5ab-c6aadf,PUSH 2 ADD,10,TRUE,TRUE,model,0.13,2,3,6,2,0,0,0,PUSH 2 ADD,2,2,3,6,TRUE,
